,Job Title Index,Job Title,Link,Job Description,ETL/ELT,Ad-hoc,EDA,data analysis,Business Intelligence tools,dashboards,visualization,business analysis,analytical tools,ROI analysis,machine learning,supervised,unsupervised,feature engineering,neural networks,artificial intelligence,deep learning,reinforcement learning,computer vision,natural language processing,recommendation system,data mining,data warehousing,databases,data architechture,math,statistics,text analytics
0,0,Business Analyst,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2vyzkaQCMXMbDSKHeUherrE2FZQikpaNkYWybmPpyPO6_Wn8D78-qenWhic4-NYh9qZ5bMNPlRx8BMEVL6jIPzHAvD9uBFob_i7Ur-JdGQd7t242_73_xQURqA9dKNR13QDU_LD-O_dfdtmt_AfXpi6YLsi3i0goEA3biNpf5GlBix3xSHf5K8-l5xE8U37Q-XYVD6C4FamBgN2V1t0fgQNrSTzAdbh8PGmzSGzT9fS666erGIA1EerQOa012m9twSGKiE38yXj7UsDAYlUL1kSk1c_K_SxjCrBvvNOQRwKAMcabxm_zKLMgRrwp_3k7meStzkP_ns7sExqg4R3UuLokOU4iuI87yojy8jKhKheCuORl0GAF9o2H7-nQpqISkMVwX1sdeIreiLc8yq7XuB2czPdaXEBXa7hUyTpEu2_trOIlONwu-_SccmDw_sowHuYe7DCnOWOEYi9Mjuz4admWe89niAMRBq3NKcMtOYA==&p=0&fvj=1&vjs=3,"We believe that owning your work and claiming responsibility are keys to satisfaction at work. Thinking Big has many projects, and we're always looking for the best people. Join us.Responsibilities: Develop and document statements of requirements for considered alternatives.Perform business analyses of functional requirements to identify information, procedures, and decision flows.Evaluate existing procedures and methods, identify and document items such as database content, structure, application subsystems.Develop data dictionary.Define and document interfaces of manual to automated operations within application subsystems, to external systems, and between new and existing systems.Identify candidate business processes for re-design, prototype potential solutions, provide trade-off information and suggest a recommended course of action. Identify the modifications to the automated processes.Establish acceptance test criteria with client.Support and use the selected departmental methodologies.Develop and/or coordinate production and compilation of training materials.Develop training plans.Plans, coordinates, conducts and documents user acceptance testing.Qualifications: University Degree or College DiplomaMinimum of two years experienceExcellent communication skillsAgile experience is an assetJob Types: Full-time, Part-timeSalary: $25.00-$50.00 per hourSchedule:8 hour shiftWork remotely:Temporarily due to COVID-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,Business Analyst,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BkfAupnO5VU8Tgznu5myGLVZmNiALc_1TT1aduiZwFOWedSR3Y-B60X3_zRfZtngH3iaIL7Nns92BS5Fe2JAb1X7ZtQ5W3BhBa3aTZNzqbQ2lpaaj8bhFiQDSyYfwiTJO9jyKjhTu-HQ6_45WDWvvVC9n5xsilvyhTK0fj_u5KUKZU3yUacOu2wOc6AoyTAlwwtDMiC20MTjV9x4Qg2ctPXq1lDfrbildwl20tkxV6wno88ZYV7DbYkNaqNdMO3Iv2K2f7wrIhVVjTNzuBtg20-1xS0UmIar0rDX5Jy6Mz2xzKdbEiN5LfWyYbWHWaob-LUwpOz4gjV9aQSQpaf8S2wCGcY3_bW0Q2e8BnlJznXBb_f_Ldp3zAlKZ7oIfGAIpR1SHTb8AT3cOMeXMm3XkwKsybhDDgmBsTX81_ewcuxOi1YDTSKfM0fnsU9ece5lPhDYYiDPUTAH-q818YI4YQ&p=1&fvj=1&vjs=3,"About UsStay Inc. is a fast-growing start up launching an online marketplace. We are currently looking to build out our team with highly motivated individuals who are focused on quality and who excel in an agile environment, and who want to be part of a company that believes in diversity, and fostering a culture where people look forward to starting the workday.Job DescriptionThe successful candidate will need to be flexible and adaptable to the fast-paced environment of a startup.Responsibilities will include:- Managing development through effective use of Jira- Collecting and documenting detailed business requirements- Analyzing business processes and anticipating requirements, uncovering areas for improvement and developing and implementing solutions- Staying up to date on the latest process and IT advancements- Conducting meetings and presentations- Performing requirements analysis- Effectively communicating insights and plans to cross-functional teams- Allocating resources- Performing user acceptance testing- Updating, implementing and maintaining procedures- Prioritizing initiatives- Monitoring deliverables and ensuring timely completion of projectsRequirements / Preferred Qualifications- A bachelor’s degree in business or related field or an MBA preferred.- A minimum of 3 years of experience in business analysis or a related field.- A minimum of 1 year experience as a Scrum Master- Exceptional analytical and conceptual thinking skills.- The ability to influence stakeholders and work closely with them to determine acceptable solutions.- Advanced technical skills.- Excellent documentation skills.- Fundamental analytical and conceptual thinking skills.- Experience creating detailed reports and giving presentations.- Competency in Microsoft applications including Word, Excel, and Outlook.- Proficient in translating requirements into functional tickets in Jira.- A track record of following through on commitments.- Excellent planning, organizational, and time management skills.Why work for us?At Stay Inc., we offer:- competitive salaries- medical benefits- the ability to work remotely- opportunity for advancementJob Types: Full-time, PermanentSalary: $60,000.00-$80,000.00 per yearBenefits:Work from homeSchedule:Monday to FridayExperience:Scrum Master: 1 year (preferred)Work remotely:Yes",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,IT Business Analyst,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BwwGW0tx6dxK_XbOZDWWplS4fgwN3O4oPiGvfKTuQRgMAqEuMJSc0lQgKPPYMkDrkOZgAngXaNnD5t7qnxNOTKXkXu9mxSKh3EgfIhQR7CKDby8_18ZrHC9ey28-4ZffiEVUEQ7zLjFpUOzYlHerIH3yaSkCe7RCmDABRVMvSKff8-aoaK1jtziqNyKR7uvrh7Sm7z8-NZIHDN7KPxm3cTupc3bUYfVfz_txseiX6zpUy3e_WEmvP6QoGOui7NGga9kVwqlOyuwtZeLEnHuK6NKmIitzYtIl5THsdR6Fco_G_00Qdhb-Y5qqUfZ6idFsAKWnfYSMRmYmqppFCQIAbCN2Mx8iXvaLLVJUEan6wCMDQe3hF2fS5er5Ck0OoOxqD_xszAVYl7Ao9K0G9MYdDqEA-qdhi9WrYzRIypXVRjomtu7MN26xminsNBig-PVJ92mMfMH8fVcqHWc3RvBS0a0XwhLRVVmIgzgo8cXR1AexixEUaLKjLhx0d7Jr0qJ0c=&p=2&fvj=1&vjs=3,"The RCMP consists of 30,000+ employees working to keep communities safe throughout Canada. Our team, the IMT Business Solutions, Project Management Office, supports the organization by developing new technologies, dedicated to improving the quality of police services. We are a dynamic, forward thinking group, committed to the professional development and growth of each of our team members. We give you the opportunity to work under the guidance of experienced Sr. Project Managers and Business Analysts, as well as dedicated time for you to take part in a wide variety of training and certification opportunities.You’ll also be in an environment that helps you establish a positive work/life balance, providing access to partial work from home opportunities, flexible scheduling (such as completing your hours of work over 8 or 9 days instead of 10 in a two-week period) and a number of amenities including a gym and full service cafeteria on site at our E-Division Headquarters.In the Business Analyst role, you will be working with a variety of stakeholders ranging from uniformed members, the general public, support staff, developers and more!Your responsibilities will include: · Gathering needs for an IM/IT solution· Refining requirements· Designing workflows· Problem solving side by side with developers and other stakeholders· Composing and presenting communications to audiences of varying degrees of technical understandingWe’re looking for someone who has significant and recent experience* using business analysis techniques within an IM/IT environment, is results oriented, demonstrates teamwork in the pursuit of delivering a project together and has an ability to find solutions to challenges presented by stakeholders.*At least 12 months experience within the last 18 monthsReference ID: 21-RCM-EA-P-E-SUR-IMT-100776Job Types: Full-time, TemporarySalary: $75,129.00-$91,953.00 per yearAdditional pay:Overtime payBenefits:Company eventsCompany pensionDental careDisability insuranceEmployee assistance programExtended health careFlexible scheduleLife insuranceOn-site gymPaid time offTuition reimbursementVision careWellness programSchedule:8 hour shiftMonday to FridayNo weekendsOvertimeCOVID-19 considerations:Mask wearing, use of hand sanitizers and social distancing measures are in place at the office at this time.Experience:Business analysis: 1 year (required)Work remotely:Temporarily due to COVID-19",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,Analyst-Business Systems,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CrDwDS_okRFde8Ie8ltKA-MDmMW1raH8Fr8DoTncgnHaL66Utd4KSs3z6uFmC6Z8EI3i0y1N7JFD7lrVeqPbbJnWWVT7jwYWfOP0XNoazOw5Y2OD1LLCkprY5d6ofVENCYBbcXDWtty6pUepVXjJ10OI-ewjlnW0h3akypsIiu6Jg02dR-21XeSNFvF3W6w9hUhZgCfQ-U4JWZtw124SkuwxRArqyFN7Q8jUq-deMjls5nAvy117NsAzr2X0nPWSuy7wl09t3hQ_4hymfn8TzUhkZye4vodEyc1yb-PGJj86J3L2E72Lm0ijKyxG1DTWTKss1WDDXzXZx_0269NAdk9-uLmU6ErXftjqO3_CgMJ0icpt3YoRFb36Ix90AuDhHDd2EJKhERJ2C0R3RXdXgsHCpx_eqpxsgkGxhf0Mo-xyojcojpRP4soPJqIZF6fnIALrJhc6KWbE_CIanuUqHBQESEmZOEBgEPPmuFoUUaXWtrhBDrKX723HJd0f8V_iDd4fWUgcg_OmlPqjbMoHvC_KE7SV6WL8HopLybPJQuoNjVnEUQgZ1HTbL3RegQOMShESjEigczpHumkRCDquh00DPWFkL95ndes6SRC2ehPMumeFSxFTOVf-rDiT3nAZsPHjSwuDjJMg==&p=3&fvj=0&vjs=3,"The Analyst-Business Systems is responsible for facilitating the development and implementation of systems for the organization's business units and to optimize business design and workflow, as well as providing analytical support for special projects.ResponsibilitiesRESPONSIBILITIES:Acts as a consultant to provide technical and business change advice to users. Co-ordinates user teams to limit impact to users for system changes and to optimize the use of new systems. Participates as a team member to assess change impact.Captures and facilitates resolution of technical and business issues on projects and initiatives.Analyzes, develops, and implements improvements in processes and workflow. Identifies gaps, areas of improvement and/or change and develops new processes.Prepares, plans and schedules assigned projects, tracks and reports on progress and variances, and applies or recommends solutions.Provides analytical support and technical advice to users and other staff members.Diagnoses and recommends solutions for application system problems.Performs additional duties as assigned.QualificationsQUALIFICATIONS: A University Degree in a computer science discipline or equivalent; Project Management Professional Certification preferred, or an equivalent combination of education and experience A minimum of five years experience in business systems analysis in the development and implementation of Information Technology projects Demonstrated advanced knowledge of related computer applications pertinent to the function Demonstrated knowledge of business processes, business process re-engineering, organizational change management, gap analysis and issue management Demonstrated knowledge of GUI Windows/web-based environment Demonstrated knowledge of appropriate operating systems and languages (Windows, Oracle, SQL Server, MS-Access) Demonstrated advanced knowledge of web-based applications Demonstrated team facilitation and leadership skills Effective oral communication and interpersonal skills Demonstrated analytical, research and problem solving skills Demonstrated organizational and project management skills Must have received, or be scheduled to receive the approved full dosage of COVID-19 vaccination by date of hire, in accordance with the recommendations of Ontario’s Chief Medical Officer of Health",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,Business Integration Analyst,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BKkHZu3wF05EeDimN_p6sYpKCMArvwa95YdH7UpkaBCojB2QTRAAF9NMfw7l6XNXPRD9x1lAFWYrXct8GnkNSp2z7fllS2-m8pm2SHksDRtEQYH8zFCgkgV4X9pVWnWQqrCA5cycEPCtMe8ILkNhFcE8dlM0FBSyfH_ZedPE1IAjp1i_iPbpchQ3s6n-SzXqF4poPHuMV1312-_wBewYgoCzw0sxSm7xv2zS5ZEY8hEhtTqQw-daZq1XxterroffA-uClgvr0GtphLlD78QSr3SYMyqAbQDK-trMy0ShbeZaoY39Jp9yNGFRUB8VtWB1R5IQf1rjJ_qY1jwj6FwoAzC--PnClL1orI6beRk52hrK51IYXhtdHEbNJfeMigM-9z2G9PEu4cp__wT_5h9SO9UBnO7lrcvzT2hWrR2_-hurYhZ9nZMvdWcWE2td4CPL9aR9sQFmOGFVFgYBR_oUCXLnOk1z8BOCYXhx_nxyzE8AdCzqF_tS2k&p=4&fvj=1&vjs=3,"Required skills: Technical background - prior systems analysis experience - can be a dev, QA or Data Analyst who understands system integrations. Ideally, someone who’s worked on system implementation projects in the tech teams (Analyst, Dev, QA or PM).Gathered technical requirements (data mapping for api’s, built file specs for file based integrations, UI/UX improvements etc.)Experience building file based integrations is also acceptableEven though an SA doesn’t code, we are looking for people who have worked with software developers/architects. An SA is expected to ensure the technical requirements can easily be translated to code.Intermediate to Advanced Communication and Facilitation skills:A BSA is assigned a portfolio of applications for technical delivery. A BSA is responsible for ensuring the project is on track by ensuring all the SDLC timelines are met.Facilitates technical requirement gathering sessions (involving around 2-6 teams on an average), tests the software before handing it over to application teams.Ability to work with multiple teams, 15+ stakeholders , and manage competing stakeholder expectationsBasically, a BSA is involved right from the design phase of the project to production support.Preferred skills: Higher Education industry experiencePublic organization industry experienceExperience working in a large, complex, organization and navigating organizational governanceExperience working on a large, complex IT project impacting a large number (1000+) users and involving a variety of cross functional resources (PMs, BAs, Programmers, QAs, etc.)Job DetailsInsight Global is looking for a Business Systems Analyst to join our client in Vancouver. This resource will be sitting remotely, with some on site meetings required into end of 2021/beginning of 2022.This position acts as a subject matter expert, and provides operational project management, business process analysis, systems support coordination, and application lifecycle management. The Business Systems Analyst designs, implements, integrates and supports complex or campus-wide vendor supplied and custom-built applications.Responsibilities include:Works with Subject Matter Experts, Business Analysts, Business Architects, and Solution Architects to document the business/functional requirements for application and data integrations ensuring that all factors enabling the technical design (analysis of wiring frame designs and design details) and implementation of the requirements (converting functional requirements to technical requirements) are included at an appropriate level of detail.· Works with the programmer analysts and quality assurance staff to document and facilitate Enterprise Resource Planning (ERP) and Application Programming Interfaces (API)/Enterprise Data Objects (EDO) as well as any other software technical requirements.· Creates and Maintains the technical business documentation within the appropriate tools.· Works with the programmer analysts and quality assurance staff as a liaison for software related issues.· Will be responsible for Smoke testing further into the SDLCJob Types: Full-time, PermanentPay: $75,000.00-$110,000.00 per yearAdditional pay:Bonus payBenefits:Dental careExtended health careFlexible schedulePaid time offRRSP matchVision careWork from homeSchedule:Monday to FridayApplication question(s):How many years of experience do you have in 3rd party application integration via SOAP/REST?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,RPA Business Analyst,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BsyhvYFi3H2irsOj65cl6qkrkDRq3BEycnQpskUrt93KANhs9cMobJW5EssE-DtrMdmHoh768k6l23M11ui3O0wm3LT7mWuBPSIy1mUW30W4OJ2qsPDn-9Bo8jYNfymWEHf79tT47AJwLVSUC8BlHUwO9wMzywwnt6B_1kk-ti3knD6euA8eH0E6zUd94z9oyx02qWJrnG37-VQz-BxQ2jqRc5AKFhfF4xAjWUbB_9qr3sOORQx6aPbV7VRtbWrbx7XanBUt3ogcuL43DOdqnlE62BcYShLjYUwt3_UA14BO398hnC7bYGnLdRi_Q1xQwullJvBOI3LODfG6BSZgPv8qIkWoLYQDjo2xyluorC_aO__SW889RIBESuRabDH1YDzfCdwi1L8Ex_Ehpg7dEVKt7LSF0SsItWKaffOWvQ3XnNcJj4ZCbWdXXr9luZAp_rMlnBKBMUDmJyX4Sx0AiCXGYjjWzX-OyNrqnGWh7dFw==&p=5&fvj=1&vjs=3,"Charger Logistics is a world class asset-based carrier. We specialize in delivering your assets, on time and on budget. With the diverse fleet of equipment, we can handle a range of freight, including dedicated loads, specialized hauls, temperature-controlled goods and HAZMAT cargo.Charger logistics invests time and support into its employees to provide them with the room to learn and grow their expertise and work their way up. We are entrepreneurial-minded organization that welcomes and support individual idea and strategies. Charger Logistics is seeking a well-rounded individual able to work in a fast-paced environment to join our team at the company’s office in Brampton, Ontario.Responsibilities: Analyze business processes, identify automation opportunities, define RPA value propositions, reengineer process to improve automationServe as a liaison between business areas and IT project teams (Application Development and QA) to ensure products /applications support the business needs.Understand and analyze our in-house systems and product suite and provide subject matter expertise to our clients and development teamsPrepare detailed As-is process Description and detailed to be automated Process Description as part of the PDD (Process Description Document)Identify and implement process improvement initiativesConduct RPA High-Level AssessmentsPrepare business requirements documentation, develop process flow models and use casesWork within an Agile, Scrum-based, environmentParticipate in requirements analysis, documentation of User Stories and development of acceptance criteriaSupport and collaborate with the development team during the implementation of the requirements in order to clarify and refine User StoriesRequirements: Bachelor’ degree in Computer Science/ Engineering or a related fieldAt Least 2-5 years of experience working as a Business Analyst. Experience working for in a transportation, supply chain logistics is an assetExperience working on RPA and/ or ML projects is an assetStrong computer skills, experience with SQL programming and database managementPassion for process optimization and continuous improvementExperience with JIRA, Agile Project ManagementKnowledge of best practices in Project Management (agile and waterfall) and SDLC managementAgility to simultaneously work well independently and within a team environment across the globe with other subject matter experts, analysts, developersExtensive experience with all aspects of Requirements Management: Business Process Modeling, Use Case modeling, use case specifications, data flow diagram, as-is process mapping, functional and non-functional requirements and interface designBenefits-: Competitive SalaryHealthcare Benefit PackageCareer GrowthJob Type: Full-time",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,Business Analyst Functional,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CQSHc5J7VUUA_yokepCrTYZsC9XZpU_l8QgBXAfn4iq2vauvTgMaQ-Ap-omMkO95MRAT9bNkFDWmuNZcimOXvz3qRV9HPbgEcxyEoswdVBnh38xXaoguJc5svaVmQA_1LvkGJ6RFe69oI06OOcRwRhBP7zRvD22qtb1dtRoYwQTU793BtZyfet-0XumsGErSGC-W8eQwbp_Af4HKLZwd4_woF7DFRg9ftCji7uMjy4JVMiIBnJv8ZUZTAHD2qD6dXgnUxSF6-IDLEhKo80W0WpKKLT0GBYewlLxHTPLPlwgf39L-O4zbaV-0fiiBqXQcDRQBERI-wANO95SrfY9YOQNVKKjjJWXOppzYUFY1UeLvTzabegD6Y8aMoqBDGq0eOXYKcjArEiFziMnIiQzmkWqRyVc-SkzeWE7lfdT6aIpr4KtzznkA4fvyR0sL2GdVIrLE3J5YeWc5YM9nHRYHHe0cZbfK5h89H5jrKjNmIEXeGOBj8M61vz&p=6&fvj=1&vjs=3,"Description:""Analyze, document and validate business requirements from business users and function specification requirements using interviews, document analysis, task and workflow analysis.Refines requirements using critical evaluation techniques.Document process flows for current / proposed processed, workflows, and data flows.Prepare use cases, create and define test plans and test cases.Interface between business and technical teams and translate technical and business requirements.Communicates with project managers, subject matter experts, end users and Senior Executive.Performs analysis for projects with some impact on and risk to customer service or revenue generation.Typically works on multiple, unrelated projects simultaneously.Suggests work packages to fulfill a solution within scope of others.Represents clients to identify solutions and help prioritize and select among different options proposed.Acts as liaison between business and system areas.Ensures projects align with the business and technical requirements at the strategic level.Understands industry trends and best practices.Determines staffing requirements and selects team members.Must to have skills:1. Defining and documenting business and functional requirements.2. Ability to communicate effectively in verbal and written form with internal teams and management and with the customer3. Process /workflow experience to enable the development of plans, process and procedures documentation4. Someone who can work independently without much supervision or handholding or coachingNice to have skills:1. Testing (QA) experience2. Bilingual3. Project Management skillsContract length: 12 monthsJob Types: Full-time, ContractSalary: $58.00-$61.00 per hourExperience:QA Testing: 5 years (required)Language:French (preferred)English (preferred)Licence/Certification:reliability clearance (required)Work remotely:Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,Business Analyst,https://ca.indeed.com/rc/clk?jk=956bc96083309bf0&fccid=b48acab1105ce8bb&vjs=3,"This posting is to fill 1 permanent position. Temporary assignments and underfill hires may be considered.Highways and Public Works – who we areEmployees at Highways and Public Works are responsible for ensuring safe and efficient public highways, airstrips, buildings, and information systems. Our collective vision is to make a difference in the lives of Yukoners. At all levels of our organization, we value leadership, innovation, teamwork, and keeping our people safe. Our priorities are to be client focused, to support our people, to build sustainably, and to advance reconciliation throughout Yukon.The Information and Communications Technology Division of Highways and Public Works supports Yukon government’s evolving use of technology. We take time to understand how our clients do business, so we can help them deliver public services as efficiently as possible. We provide expertise in information management, process design, application architecture, networks, software, and telecommunications. As the central source for collecting and distributing Yukon government data and imagery, we give the public access to government information while protecting the privacy of individuals. We employ business analysts, project managers, network architects, technicians, IT & IM specialists, and many other technical and administrative professionals.This opportunity…Reporting to the Manager, Project Management Office, this position works as a corporate resource, helping departments plan and execute business process improvements, usually involving the creation or procurement of information systems.If you are interested in this opportunity, please review this information: Apply on a job | Government of YukonEssential Qualifications (what we’re looking for in your resume):The ideal candidate will have a diploma in Business Administration, Commerce or Computer Studies or a relevant program of study with a focus on business/systems analysis and systems development methodology.Considerable experience in business/systems analysis and large system development projects, combined with knowledge of current business analysis principles, practices and techniques are highly desirable.ITIL certification would be an asset.If your resume shows education, training, and/or experience equivalent to the essential qualifications listed above, your application may be equally considered.Desired Knowledge, Skills and Suitability (what candidates will be assessed on):Experience working on project teams and gathering requirementsExperience consulting and building relationships with government departments and various stakeholdersEffective communication, research and analytical skillsStrong organizational skills with attention to detailThe ability to handle a heavy workload with tight deadlinesAdditional InformationFind out what we offer our employeesSee why Yukon government has been identified as one of Canada’s Top 100 Employers since 2014Questions?If you have questions about this position, please contact Aubrey Sicotte, Manager, Project Management Office, Aubrey.Sicotte@yukon.ca.If you have questions about applying on a job with Yukon government or if you need an accommodation for this staffing process, please contact Vesna Pavkovic, HR Consultant, Vesna.Pavkovic@yukon.ca.Eligibility List12 monthsPost Date8 November 2021Close Date22 November 2021",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,"Business Analyst/Data Analyst SQL Tableau/PowerBI - $95,000...",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dkh866153otbRJ8nVMuEXnXPd315JS377__3VyD6HnNQkmcaOHMemmy5pLrNV6j0WVlPjjAaLahRCqENfnpXWDs8TtX7grAR6aSesR0W5FcCqwtnxl0ZFBK3UsX65goWYR9SI2FAp7reEmJDBxx-8fvEznpL6WIj6Lnr9Ix-9jmYoX0YKnY_moOQxWRnDxc6Yj1h4AyHPKBGcHniv4cRVf9Wdc-n4y5XkJhNEbCr6KULJfkrZI1oS4jqmVNsodSBSaHYKHfu91ZH5RwWv1tIq5yuY1lukToASiYpaClj7iysOtfoA0f4y9WKmSTIKiyGuHLfJUhGxkTw6XDksfr6JCnI9EsWr4IzInDMFcZGG36cXDPJ2GfvWuu2gOO2cW_RKmBLykt7WNEOZ4yexAdf1C9ymPbMfxp7ziQFA5hnncaw6y-euGT3o7GIydvdYD5JLXlJKk1PTtEJjN5_zDFrF0oCtQE2WocaH9R0wNazdAi0UW6u1I-CFVI4UcZCDFjhBuBwXFp3Q4vsGl4iOGYaV5uOl0YMT9JGQ=&p=8&fvj=1&vjs=3,"Role: Business Analyst / Data Analyst SQL Tableau/PowerBIStructure: PermanentLocation: Toronto, ON (remote during COVID)Pay: Up to $95,000 base plus bonus, benefits, RRSP, Pension, Stock options and potential sign-on bonusHours: Monday - Friday (business hours)We currently have an opportunity for a full-time Business Analyst / Data Analyst working on projects for a Global Financial Services company.The required skills for this role will be: Minimum 3+ years of Business Analyst or Systems Analyst experienceGood experience with SQL and Experience creating Dashboards with either Tableau or PowerBIStrong experience working with both Qualitative and Quantitative based data for business decision makingPython experience or interest to do more in-depth data-focused work in the future is valuedGeneral understanding of AgileSolid business concepts skills and ability to understand business problems quicklyStrong communications skills-Please apply with an updated resume and ensure the required skills you are able to speak to for this position are included.For more roles like this please go to www.corgta.com/find-a-job/Job Types: Full-time, PermanentSalary: $90,000.00-$100,000.00 per yearAdditional pay:Bonus payBenefits:Casual dressCompany pensionDental careDisability insuranceExtended health careFlexible scheduleLife insurancePaid time offRRSP matchVision careWork from homeSchedule:8 hour shiftWork remotely:Temporarily due to COVID-19",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,Business Systems Analyst,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CngyYFrWM1hC8NjdejxldHdaRKqwZKfE1iN0ynAC8fxYOq2FCBOwctZyEvhqUJ2ODX1-Rumt_daFEUqFRIO8HXj61VxNQgDlUhpjSM_9fKeUrIrBGTmhhUDDe3XoS5ZzJ2S33qTSBjb2qbocK5NQhnv8G7KLUHoYxoVKGp5L0m1TJqMgWv_iCOMEFgXXcMluadVCFMZ8rQkPzokByhDyoPNuixB319y4xMt0AWPYxtjpaM3sF9zWXaAKaCIwTcQeB2Kf2TkBo50ROWsAkyUGedNTVy1AWJL-9LnqTjoCJyb2O0Fg5StEBG214XN1MMF1D8MTJE3eKchrTVN7QdViFVPUNL6FstVNlE9Aq2hUg7KyeXxfqOJar7Bqh40vDV_FXFYpfvGrZiVV2-Pk7X96jSjPEA7w3Z08luxtbgldRQQ_ayGCb2IlXE7LscaKHrWfkoeG4Wj8-gRoBSjFtJ_M0hZnyDn0IlQS6EwR4_QOGxnTx1-f6XoApaVp1SegkSHJcvVmTO4JgEkQ==&p=9&fvj=0&vjs=3,"Duration:6 MonthsMust Have:Candidates must have Strong experience as a BSA with previous I.T. system development experience working on PolicyCenter, on the commercial side.Experience with P&C is preference.Experience with P&C Guidewire PolicyCenterExperience with Guidewire ApplicationsExperience with production defects and enhancementsOur Client:Our client, a leading Canadian owned Insurance Company located in Guelph, is seeking a Sr. BSA that has experience working on PolicyCenter initiativesResponsibilities:Support validation testing in PolicyCenter .Write both technical and Business requirementsUnit testingResponsible for production defects and enhancementsCollaboration with both technical teams and business stakeholders",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
