,Job Title Index,Job Title,Link,Job Description,Python,R,SQL,HADOOP,POWER BI,TABLEAU
0,0,Data Analyst (Remote),https://ca.indeed.com/rc/clk?jk=e8ad7450b4154e3b&fccid=a8db1d0256e687cf&vjs=3,"American Homes 4 RentAs one of the country’s fastest-growing property management companies of single-family rental homes, American Homes 4 Rent has an exhilarating and fluid start-up culture and permanency of a well-founded corporation, rich with diversity. As pioneers in the industry, solidified by our place on Wall Street, American Homes 4 Rent (NYSE: AMH) is currently looking for qualified candidates. With a culture of unprecedented growth, quality and innovative collaboration, we are seeking personalities to complement our attributes.The Data Analyst designs and maintains data systems and databases by troubleshooting coding errors and other data-related problems. Mines data from primary and secondary sources, translates data into a readable format. Analyzes and evaluates data, provides explanations, reports, and visualizations to show insights determined from the data to senior leaders and collaborating departments. Identifies new sources of data and methods to improve data collection, analysis, and reporting to describe the current state of reality for the organization by translating data into information accessible to the business. Utilizes statistical tools to interpret data sets and analyzes trends and patterns that are valuable for diagnostic and predictive analysis. Works independently with general supervision. Problems faced are difficult but typically not complex. Influence others within the job area through explanation of facts, policies, and practices. (This is a remote role)Responsibilities:Extracts data from primary and secondary sources and assess the quality and meaning of data, translates data into a readable format. Uses statistical tools to identify, analyze, and interpret patterns and trends in complex data sets that could be helpful for diagnosis and prediction.Collaborates with ETL developers, business intelligence developers, data scientists, and senior leaders to identify process improvement opportunities, proposes system modifications, and devises data governance strategies to incorporate best practices and policies.Performs exploratory data analysis and scrutinizes data to recognize and identify patterns. Uses data modeling techniques to create summaries and key observations for functional service lines e.g., Data Architecture, Data Governance, Business Intelligence, and Data Science.Collaborates with the Data Science team for sourcing external data and ingesting into the Data Science development environment. Maintains the Data Science database instance and all datasets that have been scoped for analysis.Develops and leads multiple cross-departmental projects and establishes effective working relationships with assigned client groups to deliver business results. Engages with cross functional teams on integration efforts for merging data platforms with enterprise systems and applications.Requirements:High School Diploma/GED required.Bachelor’s degree in Computer Science, Information Systems, Business Administration, Finance, Management Information Systems, Mathematics, Physics, Engineering, Statistics, Economics, and/or related field preferred.Minimum 3 years in Data Analytics/Reporting, Information Management Systems, Business intelligence tools, and/or related.Advanced experience and knowledge of Excel, data visualizations, analytics.Intermediate experience and knowledge of SQL programming.Intermediate experience and knowledge of ETL framework and ETL tools including Microsoft SSIS.Intermediate experience and knowledge business intelligence tools (Power BI, SSRS, SSAS, Tableau).Work where you feel right at home –If you are a versatile professional who values culture, a concerted environment and the potential for exponential growth, we want to work with you! Apply now and someone from our Talent Acquisition team will reach out to you soon!Information regarding AH4R’s collection and use of your personal information can be found at https://www.ah4r.com/employeeprivacyFor employees in Colorado the anticipated pay range is $60,325 to $86,268.The Company also may provide benefits with this position including but not limited to: medical, dental, and vision insurance; Flexible Spending Accounts (FSUs) and/or Health Savings Accounts (HSAs); Dependent Savings Accounts; 401(k) plan with employer matching; employee stock purchase plan; and potential for bonuses. The above wage range is the Company’s current good faith expectation for this position. The actual amount paid and/or offered may be less or more than this range and will be based on factors including: geographic location, education, training or experience related to the work, seniority, merit, quantity and or quality of the work.",0,1,1,0,1,1
1,0,Metrics & Data Analyst (Entry Level),https://ca.indeed.com/rc/clk?jk=d19b641eb88ec410&fccid=aeb15e43a6800b9d&vjs=3,"At the dawn of a new space age, Lockheed Martin is a pioneer, partner, innovator, and builder.Our teams are on a mission to make a difference in the world and every day we use our outstanding skills and experiences to create, design and build solutions to some of the world’s hardest engineering problems. Our culture encourages employees to dream big, perform with excellence and build incredible products. We provide the resources, inspiration and focus and if you have the passion and courage to succeed, we want to build a better tomorrow with you!Lockheed Martin Space's central Strategic Quality team is looking to grow our ""Enterprise Metrics & Analytics"" group. This team provides a global analysis of production data, nonconformance trends, charging information, and schedule to find pinches, trends, and issues, then conduct root cause investigations and provide suggest solutions for continuous improvement.Candidates should be ready to work on large datasets and thinking creatively to identify issues. Experience with Lockheed Martin's systems is not required, but encouraged.Our employees working in this level of position typically have 2 - 3 years of experience.To promote the sharing of ideas, Lockheed Martin fosters an inclusive work environment that encourages differences and big-picture thinking. Our employees play an active role in strengthening the quality of life where we live and work by volunteering more than 850,000 hours annually.Here are some of the benefits you can enjoy:MedicalDental401kPaid time offWork/life balanceCareer developmentMentorship opportunitiesRewards and RecognitionClick here to learn more about Lockheed Martin’s competitive edge.Basic Qualifications:Bachelor’s degree from an accredited college in a technical discipline (e.g., engineering field) or equivalent discipline (e.g., math, physics, chemistry, etc.).Two years of professional experience; or no experience with a related Master’s degree.Interest specifically in data science and analytics.Desired Skills:Experience with Lockheed Martin Space's instance of SAP, specifically QNote documents.Strong presentation skillsBASIC QUALIFICATIONS:job.QualificationsLockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.EXPERIENCE LEVEL:Experienced Professional",0,1,0,0,0,0
2,0,Data Analyst,https://ca.indeed.com/rc/clk?jk=15e64c577643ed3b&fccid=984f425852681b31&vjs=3,"Hill International is an international construction consulting firm that provides program and project management, construction management, cost engineering and estimating, quality assurance, inspection, scheduling, risk management and claims avoidance to clients involved in major construction projects worldwide. Hill has participated in over 10,000 project assignments with a total construction value of more than $500 billion. Hill is a publicly traded company listed on the New York Stock Exchange (NYSE: HIL), and is headquartered in Philadelphia, Pennsylvania. (www.hillintl.com).We are seeking a Data Analyst in Pomona, CA.Responsibilities:Gathers documents, analyzes, and draws conclusions on complex data and information after considering alternatives through independent research and analysisActs as key resource or consultant to department and division management, customers, and client organization on specific project, program, functional, or strategic issues with moderate to broad impact where subject matter expertise goes beyond established procedures and practices and requires analysis and decision makingDevelops and may conduct training for assigned programsAs an independent analyst or in a lead capacity, plans, develops, and coordinates the design and implementation of mid to large‐sized projects or a component of these projectsMay manage a key program or project component in support of overall functional or project initiativesPrepares detailed and complex analysis and recommendations in support of major program, project, or business unit and corporate goals after careful consideration of several alternatives developed from independent internal and external research in support of key programs, projects, contracts, or business unit goalsDevelops recommendations in support of key strategic initiatives. Develops solutions to problems of major scope and complexity.QualificationsHill International is an Equal Opportunity Employer/Minority/Female/Veteran/DisabledNote: This job description is intended to provide an indication of the nature and levels of work, knowledge, skills, abilities and other essential functions to be carried out as part of fulfilling the role mentioned in the job title. Various other duties as required.IER Right to Work PosterE-Verify Participation Poster",0,1,0,0,0,0
3,0,Data Analyst,https://ca.indeed.com/company/InDebted/jobs/Data-Analyst-365795313436d188?fccid=8f8f01fcf6687e35&vjs=3,"About UsInDebted is changing the way organisations recover outstanding accounts by combining human values with compelling messaging and data-driven decisions. We do this to deliver on our mission to be the preferred choice of customers to support their debt free journey, everywhere.We are a fast-growing startup that believes in putting our customers first, tackling tough problems head-on, and simply trusting our employees to get stuff done. We offer a four day work week, flexible schedules, unlimited paid leave, competitive salaries, stock options, and other perks that come with being a remote-first company.In the data team at InDebted, we are developing machine learning models, BI insights dashboards and other data driven approaches to accelerate our disruption of the traditional debt collection industry. By utilising the rich datasets we have accumulated from communicating with our customers via digital-first channels and other innovations, we are able to efficiently deliver significantly better results compared to our peers. Be part of this exciting journey as a data analyst working with our data scientists, data engineers and product managers to discover insights and produce dashboards for our team and clients.As a Data Analyst at InDebted, you will be sought after for your analytical skills developing and implementing SQL reports, Tableau dashboards and ad-hoc analysis to support business decisions.*Data Tech Stack*Data Tech Stack: SQL, Python, Tableau, Postgres, Go, AWS, Sagemaker, S3, Glue, Athena, GitHub, TrelloResponsibilitiesExtract data from data sourcesProcess and wrangle data such that data can be used for analysisInterpret data, analyse trends, draw conclusions and reporting findingsContribute to the development of data analysis processes and reporting processesWork with the Product team and other key stakeholders to prioritise business needsLocate and define new process improvement opportunitiesRequirements2+ years of experience as a Data AnalystStrong knowledge of and experience with SQL and relational databases (Postgres etc)Strong knowledge of and experience with at least 1 programming language, preferably PythonGood to have experience with BI Tools, preferably TableauStrong analytical skills and good attention to detailKnowledge regarding data models, database design development, data mining and segmentation techniquesExcellent verbal and written communication skills with the ability to understand and explain complex concepts to both technical and non-technical audiencesStrong ability to facilitate discussions and articulate the rationale behind your stanceAlways on the look out for ways to improve our processes and our data strategyNot afraid to experiment, fail and learn from itBonus Points forExposure to high growth technology businessesAn understanding of the performance and value drivers of technology businessesWhere will this role be based?InDebted is a remote-first company. Work from anywhere you like, as long as you have a good internet connection and at least a 4-hour overlap with business hours in the Australian Eastern Standard Time Zone (UTC+10 during AU Winter and UTC+11 during AU Summer).*Diversity and Inclusion*At InDebted, we respect and celebrate the unique attributes, characteristics, and perspectives that make each person who they are. We also believe that bringing diverse individuals together allows us to build better products and a better overall company. InDebted is an Equal Opportunity Employer.Job Type: Full-timeWork Location: Multiple Locations",1,1,1,0,0,1
4,0,Data Analyst 1,https://ca.indeed.com/rc/clk?jk=4a43d8e4cd1b5dec&fccid=8524239b088a6649&vjs=3,"This role will support the implementation and sustainment of Global Quality and Operation’s Planisware system. Duties will include data migration, data cleanup, data reporting and data governance activities. The role will also support training, data trouble shooting, enabling enterprise-wide changes, helping manage quarterly releases, and keeping workday & Planisware data aligned through changes.Responsibilities:Collaborate with functions across Global Quality and Operations, R&D, and GIS to deliver reporting solutionsRetrieve data from various systems and prepare it for wider consumptionTransform data into reports, charts, presentationsInteract with key business functions to confirm data quality policies and governed attributesTake initiative to develop and implement new processes to strengthen data accuracy or enhance efficiencyLead or lend expertise in various cross-functional jobs/effortsIdentify and implement corrective measures for data or process errorsSupport creation and maintenance of intra-departmental policies and proceduresDemonstrate effective communication style working with all levels of organizational structure, through multiple departments, and across global sitesPerforms other job duties as required/assignedDevelop new programs to support the strategic direction of the organization.Support training in new tools and systemsParticipate in large scale projects to improve departmental practices and increase efficiency; demonstrate ability to prioritize needs and direct effective meetingsRequirements:0-2 years’ experience working with large data sets in a manufacturing, supply chain, or business operations environmentBachelor’s Degree in relevant field desired or equivalent experienceExperience with Planisware, Planview, Carity PPM a plusAbility to understand data in whatever format it’s presented, and effectively communicate the story it tellsAbility to translate data from one system to anotherExperience with business intelligence solutions for data consolidation and analysisFamiliarity with Tableau, SAP, SQL is preferredProficient in Excel, Word, PowerPointWrite Excel macros, Familiar with Tableau, familiar with Atlassian web-based services; document and analyze process test resultsDemonstrated ability to work with ambiguous requirements, adapt, and learnMust be a self-starter, with relentless curiosity and attention to detailDetail oriented, proactive, works well independently and in a team enviromentFlexible, able to adapt quickly to change and work overtime as neededExcellent communication skills both verbal and writtenConcerns regarding COVID-19 continue as positive cases are experienced in the communities in which we operate. Please be aware that, as a condition of employment, Illumina may require proof of COVID vaccination in accordance with local statutory requirements (subject to limited exceptions) beginning November 1, 2021.At Illumina, we strive to foster a diverse and inclusive workplace by cultivating an environment in which everyone contributes to our mission. Built on a strong foundation, Illumina has always been rooted in openness, collaboration, and seeking alternative views and perspectives to propel innovation in genomics. We are proud to confirm a zero-net gap in pay, regardless of gender, ethnicity, or race. We also have several Employee Resource Groups (ERG) that deliver career development experiences, increase cultural awareness, and demonstrate our collective commitment to diversity and inclusion in the communities we live and work. We are proud to be an equal opportunity employer committed to providing employment opportunity regardless of sex, race, creed, color, gender, religion, marital status, domestic partner status, age, national origin or ancestry, physical or mental disability, medical condition, sexual orientation, pregnancy, military or veteran status, citizenship status, and genetic information. If you require accommodation to complete the application or interview process, please contact accommodations@illumina.com.",0,1,1,0,0,1
5,0,Data Analyst,https://ca.indeed.com/company/BSI/jobs/Data-Analyst-458e93b0671621cc?fccid=a24e94603a47ac12&vjs=3,"BSI is hiring a mid-level Data Analyst to make sense of trends and patterns in data and identify ways to optimize or improve operations delivery performance.This position may be located in the US or UK; with some domestic and international travel (including BSI offices) once COVID restrictions lift.Essential Responsibilities: Support business leadership in developing the approach to data analysis (including the processes, tools, techniques, technology and KPIs)Accountable for ensuring that the data analysis work complies with the Notified Body requirements outlined by the Compliance, Risk and Regulatory team, and that any potential risks or issues are raised to managementProactively engage key functional stakeholders to establish business requirements and potential data analysis studiesPerform data analysis to identify trends, using Big Data Analytics, followed by a variety of techniques (such as data mining, statistical analysis etc.) to establish the drivers behind a pattern or trend in the data and any opportunities for optimizationIdentify the data sources required for the analysis, collecting, migrating and cleansing the dataCreate reports using data visualisation and other business intelligence tools, to deliver the findings and any insights to key stakeholders in a compelling wayProvide a level of coordination for the areas involved, to help them implement the findings and monitor resultsProviding forecasts as per the Finance scheduleBuild strong working relationships with functional heads and other key stakeholders, that will be the ‘internal customers’ of the data analysis studies, educating them in the data analysis capability, in order that they can develop an understanding of how best to utilise itDevelop and maintain a deep understanding of the relevant business units, their strategic goals, operating environment and market dynamics, in order to facilitate business areas in identifying areas for analysis that will add value to the organisationEducation/Qualifications: At least 5 years’ experience working in a data analysis role in a professional services environment, with a track record of positively impact business performancePossesses a solid understanding and demonstrable experience in using the tools, techniques and technologies in the data analysis space, such as data querying using SQL; analysis and forecasting using Excel; creating dashboards using BI softwareExcellent written and verbal English communication skills; must have ability to communicate with stakeholders at all levels clearly, concisely, confidently and in a way that engages the audience and achieves the desired resultWhat we offer: BSI offers a competitive salary, ample annual leave/paid time off, and other robust benefits depending on country.Job Type: Full-timeSalary: $80,000.00 - $90,000.00 per yearBenefits:401(k)401(k) matchingDental insuranceEmployee assistance programFlexible spending accountHealth insuranceHealth savings accountLife insurancePaid time offParental leaveReferral programTuition reimbursementVision insuranceSchedule:Monday to FridaySupplemental Pay:Bonus payWork Location:Fully RemoteWork Remotely:Yes",0,1,1,0,0,0
6,0,Business Systems Data Analyst,https://ca.indeed.com/rc/clk?jk=4b88f7957c4ef61f&fccid=fc68da685e8aa986&vjs=3,"Piper Companies is looking for a Business Systems Data Analyst for a direct placement, hybrid position based in Greensboro, NC! The Business Systems Data Analyst will be responsible for working with Digital Product Managers, business system users, and owners in order to accurately implement efficient software solutions to realize overall business objectives and goals!Responsibilities of a Business Systems Data Analyst include: Working with business users and Digital Product Managers to accurately capture all stakeholder requests and translate them into detailed system specifications. Identifying, documenting and communicating data mappings and transformations to the development team. Collaborating with IT management to define and develop business analysis artifact standards and processes. Performing a final validation of production data in preparation for UAT. Creating, documenting and submitting change requests in adherence with the Change Control Board to schedule developed features for release.Qualifications of a Business Systems Data Analyst include: Excellent customer service skills to support business users on high-level issues. Experience with SQL servers. In-depth ability in analyzing large sets of data using SQL queries, identifying data relationships and data quality issues. Solid background in mapping application database schemas to reports and dashboards. Experience with reporting applications such as PowerBI, Cognos, Tableau, and Qlikview. Ability to coordinate any requirements and User Acceptance Testing (UAT) on multiple work streams.Comprehensive Benefits of a Business Systems Data Analyst include: Salary Range: $85,000-$117,000. Comprehensive Benefits: Full Medical, Vision, Dental, Life Insurance, 25 days of PTO, 10 holidays, equity options, and an excellent 401K!NOTE: Will provide VISA sponsorship! This opportunity will require work in-person 3 days a week and a remote working environment 2 days a week!",0,1,1,0,0,1
7,0,Foundational Data Analyst,https://ca.indeed.com/rc/clk?jk=3c6776cc97800177&fccid=c5478abdc5ffe11f&vjs=3,"Foundational Data Analyst, OrdersAt Curriculum Associates (CA), we believe a diverse team leads to diversity in thinking, making our products better for teachers and students. If you read this job description, feel energized by what you see here, and believe you could bring passion and commitment to the role, but you aren’t sure you meet every qualification, please apply! Above all, we are looking for the right person!Curriculum Associates is looking for a talented individual to join our growing Foundational Data Team as our new Analyst supporting order-based analysis. This individual will report to the Director of Foundational Data and Governance overseeing all aspects of the foundational data team. In this role you will interact with a variety of departments including Sales, FP&A, Accounting, and Business Systems.The impact you'll have:Order Analysis:Design a process to track and perform regular audits on purchase orders and orders to identify and adjust where:Dollars are not properly aligned in the year(s) we expect revenue to start.End Users of our product is not accurately reflected on the order.Purchase Order are not associated to an opportunity, where applicable.New order scenarios arise and need to be addressed.Review all return orders and compare to the original order. Perform adjustments as needed. Communicate details about returns to ops groups who are impacted.Answer order related inquiries that come through the Sales Ops Salesforce case queue.Support the Professional Development Ops team with their chatter posts related to Opportunity, Quote, and Purchase Order Salesforce hygiene.Liaison with Sales, Sales and Service Ops, FP&A, and Commissions Accounting to assist with order related inquiries.Data Assistance – Targets and Reporting:Design and execute a process to keep a clean renewal base of orders that will be leveraged by the Sales Ops team to set annual targets and load renewal opportunities.Assist the Sales Ops team in fielding questions from the sales team regarding their renewal base detail.Work with the BI Analyst team to help conceptualize reporting and tools that will be beneficial for the sales team based on feedback and intel you gather. Salesforce:Engage and participate in Salesforce enhancements by providing ideas, feedback, use cases, and perform UAT as needed.Understand and document the flow of order detail through the systems.Become the subject matter expert in the Salesforce suite of order related objects.Who we're looking for:2+ years of experience working with purchase order or order related data.Highly detail-oriented individual who loves clean dataAnalytic, inquisitive mindset and are energized by problem solvingStrong excel skills, have some experience working with large datasets, and take the initiative to continually build upon your skillset.Clear communicator, both verbally and in writing.Able to apply feedback and take initiative to increase your knowledge baseThrive in a fast-paced, energetic environmentSelf-starter, capable of excelling at both independent work and collaborationWe’d also like to see (not required):You have experience or exposure to Domo or an equivalent BI tool, and interest in building this skillset.You possess some SQL database skills or are interested in learning and growing this skillset.Compensation & Benefits: Competitive salary with great benefits including health, dental, and vision insurance, employer contributed 401K.Location: This role will be based in our North Billerica, MA office; however, remote candidates will be considered.",0,1,1,0,0,0
8,0,"Data Analyst, Distribution Center",https://ca.indeed.com/rc/clk?jk=d995a091799a7cea&fccid=86e9be6ce380173e&vjs=3,"Tesla is seeking a motivated, experienced, and knowledgeable Data Analyst to support Global and Regional Distribution Center operations. You will work cross-functionally with Global Supply Chain, Logistics, Material Planning, Service, Finance, Quality and Facilities to collect, measure, visualize and interpret data; to turn data into information, information into insight and insight into business decisions.Responsibilities:Interpret data, analyze results and provide ongoing reports.Develop and implement databases, data collection systems, data analytics and other strategies that optimize the Distribution Center’s operational effectiveness and efficiency.Acquire data from primary or secondary data sources and maintain databases/data systemsIdentify, analyze, and interpret trends or patterns in complex data sets.Uses data patterns and trends to root cause operational gaps and inefficiency, develop solutions in collaboration with operations teams.Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems.Work with Distribution Center and Supply Chain leadership to prioritize business and information needs.Identify and define new process improvement opportunities.Requirements:3+ years working experience as a data analyst or business data analyst.Technical expertise regarding data models, database design development, data mining and segmentation techniques.Strong knowledge of and experience with reporting packages (Tableau, PowerBI, etc.), databases (SQL etc), programming (XML, Javascript, or ETL frameworks) an interactive dashboards.Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc)Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracyAdept at queries, report writing and presenting findings.Initiative to gain and implement a broad knowledge of warehousing and supply chain best practices.BS in Mathematics, Economics, Computer Science, Information Management, Statistics or related field.",0,1,1,0,0,1
9,0,Data Analyst (Remote),https://ca.indeed.com/rc/clk?jk=bdae6adbea0b40f1&fccid=2c23f29fcd5c78da&vjs=3,"Join us as we pursue our vision to eliminate preventable sickness. We are a distributed team filled with people who are passionate about our product and seek to deliver the best experience for our customers. At pulseData, we’re committed to our work, customers, having fun, and to each other’s success.In this role, you will become a member of pulseData's rockstar engineering team. You will be focused on ensuring the data we use is cleaned and ready to go into our data pipelines.pulseData leverages data science and machine learning for Hospitals and Healthcare companies, to identify patients at risk of a bad, avoidable medical outcome. Our bespoke suite of products not only impacts our customers, but it prevents the suffering of thousands of patients who can receive the care they need before they know they need it. The work you'll do here has a massive impact.The RoleYou'll be making our data more accessible, understandable, and usable.You'll be cleaning and scrubbing medical record data and claims data to ensure it can be used in our data pipelines.You'll be delivering the data in a useful and appealing way to technical and non-technical audiences.You'll create robust methods to detect missing or poor data.Your BackgroundBachelors Degree in a quantitative field (Masters or higher preferred)Professional programming experience in Python for data analysis and/or machine learning.Experienced with cleaning raw data.Demonstrated ability to troubleshoot complex issues and find resolutionsAbility to work in a fast-paced, startup environment.Bonus points for any experience in Spark.Strong willingness to learn new technologies.The PerksA competitive salary and generous compensation packageA remote working environment - we work ET hours but you can tune in from anywhere.Awesome benefits including top tier medical, dental, and vision insurance which pulseData covers 85% of.Fun gym discounts, a 401k, and a new laptop + equipment.Company offsite adventures throughout the US each year.Tons of room for growth and the ability to learn new things.An awesome tribe of smart and inclusive people that believe in diversity of thought and disrupting the status quo.Chronic Kidney Disease (CKD) is a substantially under-diagnosed condition that affects 37 million people in the US. Today, clinical and care management teams use our platform to identify the most at risk-individuals and proactively deliver care in advance of adverse events, delivering better clinical outcomes at a lower cost. Our clients are risk-bearing healthcare enterprises: ACOs, kidney clinics and nephrology practices, large health systems, managed care and health insurance companies. Together, we use data science to deliver more human care.pulseData is backed by some of the best investors in the industry, recently raising a $16.5M Series A led by Bain Capital and Two Bear Capital.",1,1,0,0,0,0
