,Job Title Index,Job Title,Link,Job Description,Excel,Python,R,SQL,NoSQL,pyspark,java,Javascript,html,Julia,Swift,Bash,Matlab,GCP,AWS,Azure,Big data,Hadoop,MySQL,PostgreSQL,Oracle,MongoDB,Snowflake,IBM,Redshift,Power BI,Tableau,SAP,Qlik
0,0,Junior Data Analyst,https://ca.indeed.com/rc/clk?jk=1fd5cc124fd8fcaf&fccid=47b2425a6076f68f&vjs=3,"The Opportunity:O2E Brands is looking for a Junior Data Analyst to join our growing team! As part of the Business Intelligence department, you will play a pivotal role in maturing our use of data across the organization. Working closely with our data engineers, you will help build and maintain the decision support tools for our business units to enable data driven decision making!A Day in the Life:Design, develop, maintain and optimize reports and dashboardsEnsure consistent application of data governance initiativesContribute to and keep up to date both the data catalog and report inventoryBuild data collection and decision support toolsActively participate and contribute to the Tableau Analyst GroupWhat You Bring to the Table:A university degree or diploma in Computing Science, Statistics, Mathematics, Business or similar disciplines1+ years of work experience in Business Intelligence and AnalyticsProficiency in writing SQL queries across multiple tablesPassion for data visualization with TableauExperience blending data from disparate sourcesDemonstrated ability commit to deliverables and manage priorities effectivelyExcellent verbal and written communicationsKnowledge of Python and Agile Scrum would be considered an assetAbout Us:Did you know O2E Brands has been voted one of the Best Workplaces in Canada 12 times!?Take a sneak peek into why that is, here: (https://youtu.be/DJA02gMNU-0)Check us out on social!At O2E Brands we know that great talent comes in many forms and we want to meet you at your best. We will provide reasonable accommodations to applicants with disabilities at any time throughout the recruitment and selection process. Please reach out to our Talent Acquisition Team at talentacquisition@o2ebrands.com or notify the Talent Acquisition team member you are working with if unique arrangements will enable your equal participation.",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,Procurement Data Analyst,https://ca.indeed.com/rc/clk?jk=e6af5c963de116ef&fccid=bc3edde79fc08191&vjs=3,"About the City of HamiltonContribute to the City of Hamilton, one of Canada’s largest cities - home to a diverse and strong economy, an active and inclusive community, a robust cultural and dining scene, hundreds of kilometres of hiking trails and natural beauty just minutes from the downtown core, and so much more. Join our diverse team of talented and ambitious staff who embody our values of sensational service, courageous change, steadfast integrity, collective ownership and being engaged empowered employees. Help us achieve our vision of being the best place to raise a child and age successfully. #BeTheReasonJOB POSTINGJOB ID #: 17624Procurement Data AnalystCorporate ServicesFinancial Services, Taxation & Corporate ControllerLister Block, 28 James St. NNUMBER OF VACANCIES: 1 Full-Time RegularUNION/NON-UNION: CUPE Local 5167 InsideHOURS Of WORK: 35 per weekGRADE: ISALARY/HOUR: $32.551 - $36.990 per hourNote: See appropriate Collective Agreement or the Non Union Salary Range for details.STATUS/LENGTH: Full-Time RegularJob Description ID #: 7208SUMMARY OF DUTIESReporting to the Procurement Manager, responsible for analyzing and monitoring data for reporting purposes on the adherence to the City’s Procurement Policy and Procedures and contractual agreements with vendors. Monitors City expenditures to ensure compliancy, investigates any discrepancies and reports findings. Enters and analyses data in applicable software programs and assists with the preparation of procurement activity reports and presentation material submitted to Council. Assists in developing, implementing and maintaining policies and procedures related to Procurement as well as procurement related training programs.GENERAL DUTIESPerforms analysis on various Procurement related data including but not limited to City expenditures, bid submissions, contract compliance and procurement compliance.Compiles data from various sources, procurement programs and databases including PeopleSoft, bids&tendersTM, Biddingo, and Excel to produce comprehensive reports.Produces spreadsheets for reporting and assists with the preparation of procurement activity reports and presentation material submitted to Council.Examines, analyzes, reconciles and reports on vendor invoices, matches to delivered services and products and confirms compliance with purchase agreements and service level agreements.Perform analysis on vendor invoices and reports on discrepancies and violations of contract documents and/or procurement policies.Develops and maintains a system to monitor City wide expenditures. Produces analysis to support expenditures are in accordance with contractual agreements and Procurement Policies. Reports findings to Procurement Manager and/or Procurement Analyst.Consults and liaises with the City staff to gain an understanding of the goods and services procured and to attain necessary documentation required to complete any spend analysis.Assists in developing, implementing and maintaining policies and procedures related to Procurement.Assists in the development and maintenance of training programs in order to effectively transfer knowledge of Procurement policies and procedures to all levels of users.Participates in special projects. May be assigned to an initiative or project requiring the individual to take direction from Procurement Manager and/or Procurement Analyst.Attends project team meetings as required.Performs other duties as assigned related to the responsibilities of the job.Works in accordance with the provisions of applicable Health and Safety legislation and all City of Hamilton corporate and departmental policies and procedures related to Occupational Health and Safety.QUALIFICATIONSPrevious experience related to duties listed above normally acquired through the completion of a Community College diploma in Business, Accounting or other appropriate field and/or a combination of education and relevant work experience.Strong analytical skills. Demonstrated ability to research, produce information and create clear/concise written documentation.Demonstrated strong administrative skills with excellent attention to detail involving coordinating, reporting and tracking procurement related documents. gained through practical experience.Experience in a computerized environment. Proficiency utilizing Microsoft Office Suite (Word, Excel, PowerPoint) and other software programs as required. Demonstrated experience with PeopleSoft an asset.Must have detailed and advanced working knowledge and experience with Excel. Demonstrated ability to develop and analyze complex reports using Excel functionality such as formulas and linking.Strong interpersonal and customer service skills.Demonstrated problem-solving skills and the ability to multitask and prioritize in a busy environment, while maintaining accuracy within tight deadlines.Excellent verbal and written communication skills as demonstrated through the production of reports for publication, presentation and service development.Ability to present data to meet the needs of various users.Strong interpersonal skills with a demonstrated ability to work effectively with others. Ability to display and foster teamwork within the work unit, relate to City staff and the public in a tactful and courteous manner.Disclaimer:Be advised that Human Resources frequently audits resumes of internal/external applicants to ensure/validate information provided is consistent and trustworthy. Falsification of information provided at any time throughout the recruitment process may be grounds for disqualification, and for internal applicants, subject to discipline up to and including termination.Terms:The City is an equal opportunity employer that is committed to inclusive, barrier-free recruitment and selection processes. Consistent with our Values and Corporate Culture Pillars, the City of Hamilton is committed to providing equitable treatment to all with respect to barrier-free employment and accommodation without discrimination. The City will provide accommodation for applicants in all aspects of the hiring process, up to the point of undue hardship. If you have an accommodation need, please contact Human Resources as soon as possible to make appropriate arrangements.We invite you to visit the departmental webpage to obtain further information on the culture and business of this department.The incumbent shall comply with all Health and Safety Policies and Practices for this position and the workplace.It is the responsibility of the applicants to ensure that their application reaches Human Resources by the closing date or they may not be considered. It is also the responsibility of applicants to supply qualifications, licences and related experience relevant to the qualifications outlined above for this competition as directed. On the basis of the criteria set out above, this posting is open to all applicantsThe statements made by me are true, complete and correct to the best of my knowledge. I understand that any falsification of statements, misrepresentations, deliberate omission or concealment of information may be considered just cause for discipline, up to and including termination for internal applicants and disqualification for external applicants.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,Data Analyst & Content Creator,https://ca.indeed.com/rc/clk?jk=d2c335727b9042fd&fccid=931422b89ad640a6&vjs=3,"Foundation is a digital content marketing agency that focuses on planning, creating, and distributing content for B2B brands. We work with software companies that are redefining business in their industry along with ambitious B2B brands growing faster than ever. Our team operates 100% remotely and we're obsessed with growth.We run a lean B2B content-driven machine. We own and manage multiple brands. We develop content -seen by millions. We collaborate with some of the brightest in the industry. We have clients from around the world. And we're just getting started.Date PostedOct 28, 2021TypeFull-time - PermanentCareer LevelExperiencedCompensation$50,000 - $70,000 / yearCategoryMarketing and AdvertisingWebsitehttp://foundationinc.coRemoteCan Work Remotely",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,Data Analyst,https://ca.indeed.com/company/Affinity.co/jobs/Data-Analyst-017314c12c1eec72?fccid=1b32be4e9bf5cb2a&vjs=3,"Remote ( Canada )The RoleData is at the heart and core of Affinity’s business and our lean, mean, data team needs a passionate Product Data Analyst who will influence leaders across the business to make more data-informed decisions. You will be pivotal in finding insights and opportunities from our various compelling data sources that will help us continue growing. What’s more, you won’t only show up to excel at what you do, but also to be key in influencing a world where anyone can cultivate and fully harness their network to succeed.What you will be doing?: Collaborate cross-functionally with go-to-market, engineering, and product teamsIdentify and analyze varied types of data to discover trends and patternsAutomate and manage complex ETL/ELT jobs to a data warehouseEffectively visualize data in a meaningful and informative wayPropose recommendations and findings based on your analyses to business leaders, executives, and key stakeholdersEstablish KPIs that help track the health of our businessInfluence and empower your fellow coworkers to make more data-driven decisionsWhere beneficial to the business, build predictive models and machine-learning algorithmsUphold high standards of data ethics and the responsible use of dataWork with our stack:Data Warehouse: Amazon RedshiftETL/ELT: dbt, StitchBI: Looker, AmplitudeQualificationsRequired: 3+ years of proven experience as a Data Analyst or Data ScientistExceptional SQL skillsExperience creating complex transform jobs to cleanup and aggregate dataAnalytical mindset and business acumenProblem-solving aptitudeExcellent communication and presentation skillsExperience with:Business intelligence tools (e.g. Tableau, Looker, Amplitude)Data warehouses (e.g. Redshift, PostgreSQL)Bonus points if: Experience with:ETL/ELT orchestration tools (dbt, Stitch, Fivetran, Airflow)GithubKnowledge of R, PythonExperience writing and instrumenting ETL or ELT jobs in PythonWhat you’ll enjoy at AffinityWe live our values as playmakers who are obsessed with learning, care personally about our colleagues and clients, are radically open-minded, and take pride in everything we do.Health Care coverage and flexible personal & sick days. We want our team to be happy and healthy : )We provide an annual budget for you to spend on education and offer a comprehensive L&D program – after all, one of our core values is that we’re #obsessedwithlearning!We support our employee’s overall health and well-being and reimburse monthly for things such as; Transportation, Home Internet, Meals, and Wellness memberships/equipment.Virtual team building and socials. Keeping people connected is essential.About UsAt Affinity, we are passionate about helping dealmakers in the world’s biggest relationship-driven industries to find, manage, and close the most important deals. Our Relationship Intelligence platform uses the data exhaust of trillions of interactions between Investment Bankers, Venture Capitalists, Consultants, and other strategic dealmakers with their networks to deliver automated relationship insights that drive over 450,000 deals every month. We have raised over $120M and are backed by some of Silicon Valley’s best firms. With over 1700 customers in 70 countries on our platform, a Glassdoor rating of 4.9, and being ranked in the Inc. 5000 fastest growing companies, we need more great people to help us scale even more.The more diverse our team is, the more we’ll be able to learn from each other, and the better our company and our product will be. Whatever your gender, race, sexual orientation, religion, age, veteran status, favorite Spotify playlist, or social, cultural, and economic background, we can’t wait to welcome you to Affinity!Job Type: Full-time",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4,0,data analyst - informatics and systems,https://ca.indeed.com/rc/clk?jk=ab2f226d320093ce&fccid=18b8a5794f3457fb&vjs=3,Management Systems (erp or db)OracleMySQLMS AccessMS SQL ServerBusiness Equipment and Computer ApplicationsMS ExcelProgramming LanguagesMySQLPythonWork Conditions and Physical CapabilitiesFast-paced environmentWork under pressureAttention to detailComputer and Technology KnowledgeDatabase softwareProgramming languagesData analysis softwarePersonal SuitabilityAccurateTeam playerJudgementOrganizedBenefitsOther Benefits,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5,0,Data Analyst,https://ca.indeed.com/rc/clk?jk=917d490cacf2445c&fccid=b9aac0b77fa7d6b1&vjs=3,"We are looking for a motivated team player to be a part of our data analysis team to further enhance our industry leading IoT leak monitoring and condition assessment products. Our IoT products are deployed in large numbers throughout municipalities to assist our customers in managing their water infrastructure. The successful candidate will have the opportunity to engage with large volumes of data while analyzing acoustic data files collected be our deployed sensors.Key ResponsibilitiesAnalyze acoustic data files collected identifying variances from the set baselinePerform exploratory data analyses to investigate data sets, capture key data findings, and propose solutions to stakeholdersEngaging with large volumes of data, using data modeling/manipulation techniques within a Microsoft SQL Server Data Warehouse environment to develop reporting capabilities and valuable business insightsTranslating reporting requirements into production reports and dashboardsCreate and track relevant key risk metrics across platforms to support the delivering of insights to key stakeholdersAnalyze data and work with Senior Data Analysts and Product Engineers to adjust analysis software for best outcomes including defining acceptance criteriaMonitor process performance through KPIs and strive for continuous improvement and further developmentPrepare and update Standard Operating Procedure documents as requiredBuild and maintain relationships with external leak detection customersPrepare and distribute reports to external customers regarding their leak assessment resultsWork in compliance with the MWP Code of conduct and all Environmental, Health and Safety policies, procedures and regulationsOther duties as assignedPosition RequirementsBachelor’s Degree in Engineering or a quantitative field (Physics, Mathematics or Computer Science)1+ years’ experience with various file formats and data conversionStrong analytical skills, including data mining and statistical analysis.Experience with data extraction, manipulation and visualization using Python.Strong SQL experience with a focus on reproducibility and readability.Strong business acumen and ability to translate business needs into data requirements.Ability to understand advanced concepts in physics and acoustics.Highly analytical, creative, and innovative approach to solving difficult problems.Personal skills: good communicator, perseverant, detail-oriented, self-starter.Echologics is located in the Junction Triangle neighborhood of Toronto. Our office is transit accessible via GO Transit/ UP Express (Bloor GO Station) as well as TTC Dundas West station.Echologics is committed to providing accommodation for people with disabilities. Accommodation is available, upon request, for candidates participating in the recruitment process.We are an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, status as a protected veteran, or any other category protected by law.",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,Policy and Data Analyst - Careers for Persons with Disabilit...,https://ca.indeed.com/rc/clk?jk=14ee027a7c50f9f7&fccid=6c8be11ca276210a&vjs=3,"Government of Canada - VariousVarious locationsEC-01, EC-02, EC-03, EC-04, EC-05$54,746 to $100,492 (plus health insurance, dental care, and vacation allowances)For further information on the organization, please visit Government of CanadaNeed help with your application? Check out our video for tips and advice!Are you a member of the persons with disabilities' employment equity group?Closing date: 31 March 2022 - 23:59, Pacific TimeWho can apply: Persons residing in Canada and Canadian citizens residing abroadANDwho self-declare as persons with disabilities.Apply onlineImportant messagesThe Government of Canada strives to be representative of the population it serves in all its diversity, and is committed to hiring over 5 000 people with disabilities by 2025 in a variety of fields across the federal public service.We’re committed to providing an inclusive and barrier-free work environment, starting with the hiring process. To request accommodation measures or adjustments during any phase of this process and for any questions, contact us at cfp.monprochainemploi-mynextjob.psc@canada.ca. Any information you provide in relation to accommodation will be kept confidential.By submitting an application, you’re applying to an inventory for future positions, rather than a specific job. As positions become available, applicants who meet the qualifications may be contacted for further assessment.INFORMATION SESSION ON HOW TO APPLYDiscover how the Government of Canada Policy and Data Career Opportunities contribute to enhancing legislative frameworks, programs and services that matter to Canadians! Register for our information session by contacting us at cfp.monprochainemploi-mynextjob.psc@canada.caIf you’re already qualified in an EC-01, EC-02, EC-03, EC-04 or EC-05 pool, please let us know when prompted to do so.DutiesPolicy and Data Careers in the public service are as varied as the number of departments and agencies in the Government of Canada.You could be working on:DATA ANALYSISresearch, studies, forecasts and surveyseconomic or sociological effects of departmental or interdepartmental projects, programs and policiesdeveloping, analyzing and interpreting qualitative and quantitative information and socio-economic policies and recommendationsPOLICY ANALYSIS:developing policies on guiding government investment programs and economic development activitiesparticipating in consultations and exploring various models to support government prioritiesdeveloping strategic advice with regard to federal effortsWork environmentThe Government of Canada’s priorities are reflected in the policies that guide federal departments and agencies in delivering on their mandates. Let your areas of interest guide your career progression in a collaborative work environment with leaders such as Statistics Canada; Innovation, Science and Economic Development Canada; the Public Health Agency of Canada; and many others.Your analytical expertise and passion for understanding the impacts of policies and socio-economic variables on programs, projects and services that impact Canadians is vital to all departments and agencies.Once you’ve been hired, workplace adjustments will give you the opportunity to fully use your competencies at work. Tools like the Accessibility Passport will help you and your manager identify and implement what you need to do your job.Intent of the processThe intent of this process is to recruit people with disabilities with a variety of policy or data analysis expertise on behalf of the Government of Canada.Whether you’re at the start of your career or a professional with several years of experience, this opportunity applies to you.Positions to be filled: 150Information you must provideYour résumé.In order to be considered, your application must clearly explain how you meet the following (essential qualifications)EDUCATIONPositions require a bachelor's degree with acceptable specialization in Economics, Sociology or Statistics, obtained OR that will be obtained by June 30, 2022. If you think that you have the specialization through a combination of education, training and experience, share this information in your application.Degree equivalencyIf you possess any of the following, your application must also clearly explain how you meet it (other qualifications)ABOUT THE APPLICATION PROCESSThe first step is to share information through your application about your education and experience relating to the areas that are of interest to you such as:Policy analysis of socio-economic, demographic or environmental issuesData production and analysisThe use of analytical and statistical tools.You are not expected to have experience in all fields.This is your opportunity to give context to your experience for the hiring manager. Your resume may be used as a secondary source of information to validate your answers.Depending on the position being staffed, certain operational requirements such as shift work and/or conditions of employment could apply (e.g. security clearance).The following will be applied / assessed at a later date (essential for the job)Various language requirementsYou can apply for English, French or Bilingual (English and French) positions.Information on language requirementsSecond Language Writing Skills Self-AssessmentIn order to help you decide if you should apply to a bilingual position, an optional self-assessment of your writing skills in your second official language is available for you to take before completing your application.For more information, please consult:Unsupervised Internet Test of Second Language Writing SkillsCOMPETENCIESReasoningJudgmentOther competencies may be required and assessed by the hiring organization.Some examples of what could be assessed are:Analytical thinkingEffective communicationEffective people skills and collaborationShowing initiative and being action-orientedDemonstrating integrity and respectThe following may be applied / assessed at a later date (may be needed for the job)Selection is limited to persons with disabilities and could also be limited to women, visible minorities and Indigenous.Information on employment equityConditions of employmentAll employees of the core public administration are required to be fully vaccinated against COVID-19 and attest to their vaccination status unless accommodated based on a medical contraindication, religion, or another prohibited ground for discrimination as defined under the Canadian Human Rights Act.TestsApplicants must successfully write Public Service Entrance Exam (PSEE).Other informationFeel free to apply and communicate with us in the official language of your choice.ABOUT THE ASSESSMENT PROCESSYou’ll be assessed to ensure that you meet the qualifications of these positions. This includes a review of the information you provided in this application and may include a standardized test, a self-assessment, an interview and reference checks.When managers consider your candidacy, they may ask you for more information specific to the position being staffed before making a final decision.At every step, from the application process to the end of the assessment process, accommodation measures or adjustments are available to you.Tell us what you need. Examples include: accessible environments, different formats, larger fonts, adaptive technology, extra time, individual testing, and more.Accommodation measures are designed to remove barriers to a fair assessment and allow candidates to fully demonstrate their competencies. For additional information regarding assessment accommodation, please consult: https://www.canada.ca/en/public-service-commission/services/assessment-accommodation-page.html.To request accommodation measures or adjustments, and for any question about the process, contact us at cfp.monprochainemploi-mynextjob.psc@canada.ca.COVID-19 IMPACTOur workplaces have temporary or permanent measures in place to ensure the health and safety of employees as well as the continuity of operations. Don’t hesitate to discuss these measures and other workplace flexibilities such as telework and work location with the hiring manager for a specific job opportunity.REGARDING THE REQUIREMENT TO BE VACCINATED:On October 6, 2021, the Government of Canada announced details of its plans to require vaccination across the federal public service.As per the new Policy on COVID-19 Vaccination for the Core Public Administration Including the Royal Canadian Mounted Police, federal public servants in the Core Public Administration and members of the RCMP must attest to their vaccination status. The requirement for employees to be fully vaccinated applies whether they are teleworking, working remotely or working on-site. This is a condition of employment and it applies to indeterminate (permanent), determinate (term), casual, and student hiring. Should you reach the point in the selection process where it is necessary to verify terms and conditions of employment then the hiring manager or a human resources representative will contact you in order to complete an attestation.PreferencePreference will be given to veterans first and then to Canadian citizens and permanent residents, with the exception of a job located in Nunavut, where Nunavut Inuit will be appointed first.Information on the preference to veteransWe thank all those who apply. Only those selected for further consideration will be contacted.",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,0,Data/Business Intelligence Analyst (Remote),https://ca.indeed.com/company/Mero/jobs/Data-Business-Intelligence-Analyst-b26bf3d2c095f767?fccid=5cb3320e6428b117&vjs=3,"At Mero, we are bringing transparency to the commercial real estate industry. Our platform combines hardware and software, empowering buildings to minimize their environmental impact, control costs, and help the world return safely to public spaces. Mero is relied upon by millions of square feet of space around the world, including hospitals, offices, stadiums, and airports. Mero’s mission is to foster beautiful, healthy, and sustainable urban environments for all.As a Data/Business Intelligence Analyst you will be responsible for bringing cutting edge reports and insights directly to customers. You will be closely involved with both the business and data science teams to both understand customer needs while making use of new data science algorithms and outputs. The ideal candidate is someone who is eager to take on new challenges, is detail-oriented and loves to see their reports and data insights change the lives of our customers and partners.Responsibilities- Work in tandem with Business, and Data Science Teams to bring insights to customers in the form of custom reports- Support the creation and follow through of customer KPIs to ensure their success on our platform- Locate and flag abnormal behavior including down and/or malfunctioning sensors- Work with data to not only present it to customers but tell them actionables based on the data generated from the platform- Give feedback to the Data Science team to ensure that they are producing algorithms that give helpful insights to customers- Structure data in formats that are helpful for the Data Science team to run ML/AI algorithms on- Serve as a subject matter expert for data generationRequirements- 2+ years of experience in working with data, whether it being in a business or technical role- Experience working in an agile/scrum environment- Background knowledge in SQL and BI tools (ex. Tableau, Power BI...)- A self-driven learner who feels confident to take on new challenges independently- Experience in report generation as well as technical writing ability- Knowledge of design tools like Figma is optional but welcome- Must be able to work in EST (Toronto) time zoneWhat will make you successful in this role?- An attention to detail and ensuring that the work you are doing aligns with the customer’s/team’s objectives- Knowledge and interest in the product and use case- Natural curiosity when presented with different types of data- Ensuring that the data presented creates change in the eyes of the customerJob Type: Full-timeSalary: $30,000.00-$65,000.00 per year",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
8,0,Public Health Data Analyst,https://ca.indeed.com/rc/clk?jk=d514648da00f08da&fccid=06c1bcfb8e80f3dc&vjs=3,"Community:IqaluitReference number:10-506952Type of employment:TermType of Employment 2:Term Until March 31, 2023. This employment opportunity is restricted to residents of Iqaluit only.Union Status:This position is included in the Nunavut Employees UnionSalary:$81,861- $92,918Northern Allowance:$15,016No staff housing availableClosing Date:Friday, December 3, 2021 - 11:59pmThis is a Highly Sensitive Position and a satisfactory Criminal Record Check, along with a clear Vulnerable Sector Check is required.This employment opportunity is restricted to residents of Iqaluit only.Reporting to the Senior Epidemiologist, the Public Health Data Analyst is responsible for the development, data extraction, validation and ongoing production of standard and ad hoc reports for the Department of Health. This position collaborates with staff to provide current, high quality, and reliable data to health care professionals, administrators, and researchers to support evidence-based and cost effective decision making, strategic planning and clinical practice.The Public Health Data Analyst prepares, monitors, and analyses data that meets statistical standards and supports departmental goals and mandates. This position supports the Department of Health in identitfying and prioritizing opportunies for health care improvement. The Public Health Data Analyst provides expert and specialised knowledge of quality data management and provides functional direction and leadership for Health Protection. The incumbent assists in coordination, collection, interpretation and analysis of data that will lead to improved health outcomes for Nunavummiut. In collaboration with Senior Epidemiologist, the Analyst responds to requests for assistance in health surveillance, program evaluation, quality improvement activities, and research. The incumbent supports Health Protection iniatives by working with project teams to develop and produce reports that monitor and benchmark costs, resources utilization and other quality and performance indicators.The knowledge, skills, and abilities required for this job are usually obtained through an undergraduate degree in science, engineering, or related field with a major in data science, quantitative sciences or related, with one year of recent experience in data management, anlysis and reporting.The Official Languages of Nunavut are Inuktitut (Inuinnaqtun), English and French.Fluency in more than one of Nunavut’s official language is an asset. Knowledge of Inuit language, communities, culture, land and Inuit Qaujimajatuqangit is an asset.Equivalencies that consist of an acceptable combination of education and experience may be considered.Term until March 31, 2023. Current Indeterminate Government of Nunavut employees that apply and are successful on this term position may be offered a transfer assignment for the duration of the term, pending managerial approval.An eligibility list may be created to fill future vacancies.If you are interested in applying for this job, please email your cover letter and resume to GNHR@gov.nu.ca. Please include the REFERENCE # in the subject line of your email.The Government of Nunavut is committed to creating a more representative workforce so it can better understand and serve the needs of Nunavummiut. Priority will be given to Nunavut Inuit. Candidates must clearly identify their eligibility in order to receive priority consideration under the Nunavut Priority Hiring Policy.Employment in some positions requires an acceptable criminal record check. Possession of a criminal record will not necessarily disqualify candidates from further consideration.Applicants may submit their resume in the Official Language of their choice.Eligibility list may be created to fill future vacancies.Job descriptions may be obtained by fax, email or on the website.Only those candidates selected for an interview will be contacted.Contact:Department of Human Resources (Iqaluit)Government of NunavutP.O. Box 1000, Station 430 Iqaluit, Nunavut X0A 0H0Phone: 867-975-6222Toll Free: 1-888-668-9993Fax: 867-975-6220Email: gnhr@gov.nu.cawww.gov.nu.ca/public-jobs",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,GROWTH AND YIELD DATA ANALYST,https://ca.indeed.com/rc/clk?jk=86b63cfac3b7e81d&fccid=67541f2e6ad0aee9&vjs=3,"Do you have strong research and statistical skills? If so, Science and Research Branch is looking for a person to provide specialized scientific, statistical and technical support to forest productivity and growth and yield modelling projects.The Forest Research and Monitoring Section at the Ontario Forest Research Institute (OFRI) is committed to providing scientific leadership and excellence in forest research, program development, and technology transfer to a range of natural resource clients in Ontario. We work in support of policy development and operational resource management to contribute to the management of Ontario's forest ecosystems. Major emphases include understanding ecosystem processes, patterns and diversity; evaluating disturbance effects and recovery of forest ecosystems; developing alternative silvicultural practices to achieve sustainable forestry objectives; and developing methods and tools to support sustainable resource use decisions. We work in partnership with our clients and in cooperation with other scientific organizations to ensure the effectiveness of our efforts.What can I expect to do in this role?In this role, you will,:Carry out complex analysis of research data using scientifically sound quantitative methods;Develop statistical, predictive, and mathematical models;Analyze and interpret study results, prepare data summaries, synthesize literature, write reports and assist with manuscripts for publication;Design and maintain databases and file structures for both data and file management.How do I qualify?Technical Knowledge:You demonstrate sound theoretical knowledge of applied mathematics, analytical statistics, and modeling.You are familiar with remotely sensed data acquisition and analysis, and of field based environmental data collection and analysis;You have knowledge of the ecology of boreal and temperate terrestrial ecosystems;You have an understanding of the Occupational Health and Safety Act.Computer Proficiency:You demonstrate advanced skills in computer programming techniques and languages to manage large databases, develop tools and calibrate and adapt models;You have knowledge of geographical information systems, large database management, spreadsheet, word processing, and graphics software.Statistical and Planning Skills:You are able to conduct analysis and model biological, environmental, and physical processes;You can conduct scientific research;You have experience with data management tools and techniques;You demonstrate excellent organizational and planning skills.Communication Skills:You have effective oral and written communication skills;.You are able to explain modeling techniques, mathematics, and scientific methods and results to diverse audiences.OPS Commitment to diversity, inclusion, accessibility, and anti- racism:We are committed to build a workforce that reflects the communities we serve and to promote a diverse, anti-racist, inclusive, accessible, merit-based, respectful and equitable workplace.We invite all interested individuals to apply and encourage applications from people with disabilities, Indigenous, Black, and racialized individuals, as well as people from a diversity of ethnic and cultural origins, sexual orientations, gender identities and expressions.Visit the OPS Anti-Racism Policy and the OPS Diversity and Inclusion Blueprint pages to learn more about the OPS commitment to advance racial equity, accessibility, diversity, and inclusion in the public service.We offer employment accommodation across the recruitment process and all aspects of employment consistent with the requirements of Ontario's Human Rights Code. Refer to the application instructions below if you require a disability-related accommodation.Additional Information:Address:1 Temporary, duration up to 5 months, 1235 Queen St E, Sault Ste Marie, North RegionCompensation Group: Ontario Public Service Employees UnionUnderstanding the job ad - definitionsSchedule: 6Category: Administrative and Support ServicesPosted on: Monday, November 15, 2021Note:Less qualified applicants may be considered on an underfill basis.Effective October 1, 2021, the OPS COVID-19 Safe Workplace Directive requires all Ontario Public Service employees to provide proof they are fully vaccinated, meaning they are fully vaccinated as defined by the Ministry of Health (refer to: COVID-19 Fully Vaccinated Status in Ontario), including 14 calendar days have passed since receiving their final dose of the COVID-19 vaccine.Employees who do not provide proof of full vaccination will be deemed ‘not vaccinated' under the Directive and will be required to attend a vaccine education program and undergo regular rapid antigen testing. Employees who are not vaccinated under the policy with a valid medical exemption will not be required to attend a vaccine education program but must undergo regular rapid antigen testing.The information that you provide for the purpose of this competition and the results from this competition may be used to fill other positions These positions may be of various tenures including short-term assignments. Your information and the results from this competition will be retained for the purpose of filling vacancies in accordance with the applicable collective agreement or policy provisions.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
